#1
double DHWCalc(3927, 5)
#time_in_s	1_Q_flow_	2_m_flow_	3_T_set_	4_T_set_
764640.0	12761.2	0.10166666666666667	40	40
764700.0	0.0	0.0	40	40
765840.0	16317.600000000002	0.13	40	40
765900.0	0.0	0.0	40	40
775020.0	15480.8	0.12333333333333334	40	40
775080.0	0.0	0.0	40	40
802740.0	16108.399999999998	0.12833333333333333	40	40
802800.0	0.0	0.0	40	40
827940.0	11296.8	0.09	40	40
828000.0	0.0	0.0	40	40
843900.0	17363.6	0.13833333333333334	40	40
843960.0	0.0	0.0	40	40
850980.0	13388.800000000001	0.10666666666666667	40	40
851040.0	0.0	0.0	40	40
888360.0	16736.0	0.13333333333333333	40	40
888420.0	0.0	0.0	40	40
906420.0	12133.6	0.09666666666666666	40	40
906480.0	0.0	0.0	40	40
918600.0	11715.2	0.09333333333333334	40	40
918660.0	0.0	0.0	40	40
934080.0	11924.400000000001	0.095	40	40
934140.0	0.0	0.0	40	40
974220.0	19037.2	0.15166666666666667	40	40
974280.0	0.0	0.0	40	40
976620.0	14644.0	0.11666666666666667	40	40
976680.0	0.0	0.0	40	40
977400.0	21129.2	0.16833333333333333	40	40
977460.0	0.0	0.0	40	40
992400.0	12761.2	0.10166666666666667	40	40
992460.0	0.0	0.0	40	40
992520.0	14225.6	0.11333333333333333	40	40
992580.0	0.0	0.0	40	40
999660.0	17154.399999999998	0.13666666666666666	40	40
999720.0	0.0	0.0	40	40
1018140.0	24476.4	0.195	40	40
1018200.0	0.0	0.0	40	40
1018980.0	16736.0	0.13333333333333333	40	40
1019040.0	0.0	0.0	40	40
1020420.0	15899.2	0.12666666666666668	40	40
1020480.0	0.0	0.0	40	40
1062420.0	22175.199999999997	0.17666666666666667	40	40
1062480.0	0.0	0.0	40	40
1067400.0	22802.8	0.18166666666666667	40	40
1067460.0	0.0	0.0	40	40
1088580.0	24267.2	0.19333333333333333	40	40
1088640.0	0.0	0.0	40	40
1094940.0	23639.6	0.18833333333333332	40	40
1095000.0	0.0	0.0	40	40
1096680.0	21338.4	0.17	40	40
1096740.0	0.0	0.0	40	40
1097760.0	19873.999999999996	0.15833333333333333	40	40
1097820.0	0.0	0.0	40	40
1115460.0	12552.000000000002	0.1	40	40
1115520.0	0.0	0.0	40	40
1153080.0	34308.799999999996	0.2733333333333333	40	40
1153140.0	0.0	0.0	40	40
1155120.0	13598.000000000002	0.10833333333333334	40	40
1155180.0	0.0	0.0	40	40
1165860.0	18200.399999999998	0.145	40	40
1165920.0	0.0	0.0	40	40
1170900.0	15690.0	0.125	40	40
1170960.0	0.0	0.0	40	40
1179600.0	24476.4	0.195	40	40
1179660.0	0.0	0.0	40	40
1179720.0	11715.2	0.09333333333333334	40	40
1179780.0	0.0	0.0	40	40
1201620.0	16108.399999999998	0.12833333333333333	40	40
1201680.0	0.0	0.0	40	40
1211160.0	13598.000000000002	0.10833333333333334	40	40
1211220.0	0.0	0.0	40	40
1245240.0	16108.399999999998	0.12833333333333333	40	40
1245300.0	0.0	0.0	40	40
1247880.0	12970.4	0.10333333333333333	40	40
1247940.0	0.0	0.0	40	40
1266000.0	15480.8	0.12333333333333334	40	40
1266060.0	0.0	0.0	40	40
1268040.0	18618.8	0.14833333333333334	40	40
1268100.0	0.0	0.0	40	40
1281480.0	11924.400000000001	0.095	40	40
1281540.0	0.0	0.0	40	40
1319580.0	20292.399999999998	0.16166666666666665	40	40
1319640.0	0.0	0.0	40	40
1325220.0	21338.4	0.17	40	40
1325280.0	0.0	0.0	40	40
1351380.0	13388.800000000001	0.10666666666666667	40	40
1351440.0	0.0	0.0	40	40
1363020.0	17572.800000000003	0.14	40	40
1363080.0	0.0	0.0	40	40
1364280.0	12761.2	0.10166666666666667	40	40
1364340.0	0.0	0.0	40	40
1368300.0	15480.8	0.12333333333333334	40	40
1368360.0	0.0	0.0	40	40
1408860.0	13598.000000000002	0.10833333333333334	40	40
1408920.0	0.0	0.0	40	40
1417500.0	11715.2	0.09333333333333334	40	40
1417560.0	0.0	0.0	40	40
1426860.0	16317.600000000002	0.13	40	40
1426920.0	0.0	0.0	40	40
1455720.0	18618.8	0.14833333333333334	40	40
1455780.0	0.0	0.0	40	40
1515060.0	15062.4	0.12	40	40
1515120.0	0.0	0.0	40	40
1530060.0	16526.8	0.13166666666666665	40	40
1530120.0	0.0	0.0	40	40
1542840.0	10041.6	0.08	40	40
1542900.0	0.0	0.0	40	40
1547520.0	16945.2	0.135	40	40
1547580.0	0.0	0.0	40	40
1578720.0	13179.6	0.105	40	40
1578780.0	0.0	0.0	40	40
1579860.0	11924.400000000001	0.095	40	40
1579920.0	0.0	0.0	40	40
1580940.0	19246.399999999998	0.15333333333333332	40	40
1581000.0	0.0	0.0	40	40
1581900.0	20919.999999999996	0.16666666666666666	40	40
1581960.0	0.0	0.0	40	40
1619580.0	13598.000000000002	0.10833333333333334	40	40
1619640.0	0.0	0.0	40	40
1622880.0	11715.2	0.09333333333333334	40	40
1622940.0	0.0	0.0	40	40
1623060.0	11296.8	0.09	40	40
1623120.0	0.0	0.0	40	40
1666860.0	16526.8	0.13166666666666665	40	40
1666920.0	0.0	0.0	40	40
1667040.0	13598.000000000002	0.10833333333333334	40	40
1667100.0	0.0	0.0	40	40
1669200.0	24058.0	0.19166666666666668	40	40
1669260.0	0.0	0.0	40	40
1669740.0	14016.4	0.11166666666666666	40	40
1669800.0	0.0	0.0	40	40
1671660.0	19037.2	0.15166666666666667	40	40
1671720.0	0.0	0.0	40	40
1684620.0	15690.0	0.125	40	40
1684680.0	0.0	0.0	40	40
1690380.0	11506.0	0.09166666666666666	40	40
1690440.0	0.0	0.0	40	40
1702260.0	21547.6	0.17166666666666666	40	40
1702320.0	0.0	0.0	40	40
1739640.0	15899.2	0.12666666666666668	40	40
1739700.0	0.0	0.0	40	40
1744440.0	16736.0	0.13333333333333333	40	40
1744500.0	0.0	0.0	40	40
1754880.0	16317.600000000002	0.13	40	40
1754940.0	0.0	0.0	40	40
1756020.0	18200.399999999998	0.145	40	40
1756080.0	0.0	0.0	40	40
1762140.0	18618.8	0.14833333333333334	40	40
1762200.0	0.0	0.0	40	40
1788720.0	13179.6	0.105	40	40
1788780.0	0.0	0.0	40	40
1838400.0	20710.8	0.165	40	40
1838460.0	0.0	0.0	40	40
1851720.0	18409.6	0.14666666666666667	40	40
1851780.0	0.0	0.0	40	40
1868520.0	13807.2	0.11	40	40
1868580.0	0.0	0.0	40	40
1892400.0	11296.8	0.09	40	40
1892460.0	0.0	0.0	40	40
1927560.0	15690.0	0.125	40	40
1927620.0	0.0	0.0	40	40
1944840.0	15899.2	0.12666666666666668	40	40
1944900.0	0.0	0.0	40	40
1945680.0	18618.8	0.14833333333333334	40	40
1945740.0	0.0	0.0	40	40
1970400.0	17572.800000000003	0.14	40	40
1970460.0	0.0	0.0	40	40
1977240.0	16945.2	0.135	40	40
1977300.0	0.0	0.0	40	40
1977420.0	15062.4	0.12	40	40
1977480.0	0.0	0.0	40	40
2004840.0	11715.2	0.09333333333333334	40	40
2004900.0	0.0	0.0	40	40
2009460.0	20501.6	0.16333333333333333	40	40
2009520.0	0.0	0.0	40	40
2011620.0	14853.2	0.11833333333333333	40	40
2011680.0	0.0	0.0	40	40
2013060.0	12761.2	0.10166666666666667	40	40
2013120.0	0.0	0.0	40	40
2061360.0	15690.0	0.125	40	40
2061420.0	0.0	0.0	40	40
2097660.0	12342.8	0.09833333333333333	40	40
2097720.0	0.0	0.0	40	40
2116200.0	16526.8	0.13166666666666665	40	40
2116260.0	0.0	0.0	40	40
2116500.0	19246.399999999998	0.15333333333333332	40	40
2116560.0	0.0	0.0	40	40
2133480.0	15271.6	0.12166666666666667	40	40
2133540.0	0.0	0.0	40	40
2136000.0	21965.999999999996	0.175	40	40
2136060.0	0.0	0.0	40	40
2137260.0	21547.6	0.17166666666666666	40	40
2137320.0	0.0	0.0	40	40
2140560.0	19455.6	0.155	40	40
2140620.0	0.0	0.0	40	40
2145960.0	11296.8	0.09	40	40
2146020.0	0.0	0.0	40	40
2148780.0	13807.2	0.11	40	40
2148840.0	0.0	0.0	40	40
2149380.0	18828.0	0.15	40	40
2149440.0	0.0	0.0	40	40
2186040.0	17363.6	0.13833333333333334	40	40
2186100.0	0.0	0.0	40	40
2186340.0	15480.8	0.12333333333333334	40	40
2186400.0	0.0	0.0	40	40
2227320.0	24685.6	0.19666666666666666	40	40
2227380.0	0.0	0.0	40	40
2232720.0	16317.600000000002	0.13	40	40
2232780.0	0.0	0.0	40	40
2237940.0	18409.6	0.14666666666666667	40	40
2238000.0	0.0	0.0	40	40
2246280.0	18828.0	0.15	40	40
2246340.0	0.0	0.0	40	40
2253420.0	21129.2	0.16833333333333333	40	40
2253480.0	0.0	0.0	40	40
2272080.0	13179.6	0.105	40	40
2272140.0	0.0	0.0	40	40
2277480.0	20292.399999999998	0.16166666666666665	40	40
2277540.0	0.0	0.0	40	40
2285580.0	18828.0	0.15	40	40
2285640.0	0.0	0.0	40	40
2301180.0	24267.2	0.19333333333333333	40	40
2301240.0	0.0	0.0	40	40
2322240.0	17991.2	0.14333333333333334	40	40
2322300.0	0.0	0.0	40	40
2330460.0	21756.8	0.17333333333333334	40	40
2330520.0	0.0	0.0	40	40
2358540.0	21338.4	0.17	40	40
2358600.0	0.0	0.0	40	40
2359800.0	16945.2	0.135	40	40
2359860.0	0.0	0.0	40	40
2361600.0	16736.0	0.13333333333333333	40	40
2361660.0	0.0	0.0	40	40
2361900.0	17572.800000000003	0.14	40	40
2361960.0	0.0	0.0	40	40
2382960.0	20292.399999999998	0.16166666666666665	40	40
2383020.0	0.0	0.0	40	40
2390460.0	19037.2	0.15166666666666667	40	40
2390520.0	0.0	0.0	40	40
2402880.0	16945.2	0.135	40	40
2402940.0	0.0	0.0	40	40
2413860.0	15480.8	0.12333333333333334	40	40
2413920.0	0.0	0.0	40	40
2548860.0	13388.800000000001	0.10666666666666667	40	40
2548920.0	0.0	0.0	40	40
2572920.0	19455.6	0.155	40	40
2572980.0	0.0	0.0	40	40
2573580.0	9204.8	0.07333333333333333	40	40
2573640.0	0.0	0.0	40	40
2574180.0	20292.399999999998	0.16166666666666665	40	40
2574240.0	0.0	0.0	40	40
2579160.0	16108.399999999998	0.12833333333333333	40	40
2579220.0	0.0	0.0	40	40
2581800.0	17991.2	0.14333333333333334	40	40
2581860.0	0.0	0.0	40	40
2616600.0	15271.6	0.12166666666666667	40	40
2616660.0	0.0	0.0	40	40
2648520.0	19455.6	0.155	40	40
2648580.0	0.0	0.0	40	40
2727060.0	22384.4	0.17833333333333334	40	40
2727120.0	0.0	0.0	40	40
2743620.0	17991.2	0.14333333333333334	40	40
2743680.0	0.0	0.0	40	40
2753700.0	18409.6	0.14666666666666667	40	40
2753760.0	0.0	0.0	40	40
2754420.0	21965.999999999996	0.175	40	40
2754480.0	0.0	0.0	40	40
2755260.0	14016.4	0.11166666666666666	40	40
2755320.0	0.0	0.0	40	40
2790180.0	19246.399999999998	0.15333333333333332	40	40
2790240.0	0.0	0.0	40	40
2816520.0	11087.599999999999	0.08833333333333333	40	40
2816580.0	0.0	0.0	40	40
2835720.0	23012.0	0.18333333333333332	40	40
2835780.0	0.0	0.0	40	40
2838000.0	17154.399999999998	0.13666666666666666	40	40
2838060.0	0.0	0.0	40	40
2842380.0	20083.2	0.16	40	40
2842440.0	0.0	0.0	40	40
2875380.0	18409.6	0.14666666666666667	40	40
2875440.0	0.0	0.0	40	40
2876700.0	13807.2	0.11	40	40
2876760.0	0.0	0.0	40	40
2878140.0	39120.4	0.31166666666666665	40	40
2878200.0	0.0	0.0	40	40
2883060.0	12133.6	0.09666666666666666	40	40
2883120.0	0.0	0.0	40	40
2890260.0	18828.0	0.15	40	40
2890320.0	0.0	0.0	40	40
2911320.0	15690.0	0.125	40	40
2911380.0	0.0	0.0	40	40
2919780.0	16736.0	0.13333333333333333	40	40
2919840.0	0.0	0.0	40	40
2962860.0	11506.0	0.09166666666666666	40	40
2962920.0	0.0	0.0	40	40
2967360.0	11296.8	0.09	40	40
2967420.0	0.0	0.0	40	40
2968620.0	16526.8	0.13166666666666665	40	40
2968680.0	0.0	0.0	40	40
2972340.0	19455.6	0.155	40	40
2972400.0	0.0	0.0	40	40
2995740.0	19037.2	0.15166666666666667	40	40
2995800.0	0.0	0.0	40	40
2997840.0	20919.999999999996	0.16666666666666666	40	40
2997900.0	0.0	0.0	40	40
3017160.0	19037.2	0.15166666666666667	40	40
3017220.0	0.0	0.0	40	40
3020220.0	22802.8	0.18166666666666667	40	40
3020280.0	0.0	0.0	40	40
3026640.0	19873.999999999996	0.15833333333333333	40	40
3026700.0	0.0	0.0	40	40
3050880.0	18828.0	0.15	40	40
3050940.0	0.0	0.0	40	40
3097800.0	21338.4	0.17	40	40
3097860.0	0.0	0.0	40	40
3135600.0	12552.000000000002	0.1	40	40
3135660.0	0.0	0.0	40	40
3136800.0	20501.6	0.16333333333333333	40	40
3136860.0	0.0	0.0	40	40
3153900.0	21965.999999999996	0.175	40	40
3153960.0	0.0	0.0	40	40
3176760.0	11924.400000000001	0.095	40	40
3176820.0	0.0	0.0	40	40
3181800.0	11715.2	0.09333333333333334	40	40
3181860.0	0.0	0.0	40	40
3183660.0	15480.8	0.12333333333333334	40	40
3183720.0	0.0	0.0	40	40
3221160.0	18618.8	0.14833333333333334	40	40
3221220.0	0.0	0.0	40	40
3231300.0	13179.6	0.105	40	40
3231360.0	0.0	0.0	40	40
3249900.0	15062.4	0.12	40	40
3249960.0	0.0	0.0	40	40
3264720.0	22593.6	0.18	40	40
3264780.0	0.0	0.0	40	40
3268440.0	12133.6	0.09666666666666666	40	40
3268500.0	0.0	0.0	40	40
3272220.0	15899.2	0.12666666666666668	40	40
3272280.0	0.0	0.0	40	40
3275700.0	13598.000000000002	0.10833333333333334	40	40
3275760.0	0.0	0.0	40	40
3309240.0	16108.399999999998	0.12833333333333333	40	40
3309300.0	0.0	0.0	40	40
3342960.0	13807.2	0.11	40	40
3343020.0	0.0	0.0	40	40
3343800.0	12133.6	0.09666666666666666	40	40
3343860.0	0.0	0.0	40	40
3355020.0	12342.8	0.09833333333333333	40	40
3355080.0	0.0	0.0	40	40
3362040.0	17154.399999999998	0.13666666666666666	40	40
3362100.0	0.0	0.0	40	40
3395520.0	13807.2	0.11	40	40
3395580.0	0.0	0.0	40	40
3415560.0	22802.8	0.18166666666666667	40	40
3415620.0	0.0	0.0	40	40
3445440.0	15480.8	0.12333333333333334	40	40
3445500.0	0.0	0.0	40	40
3462840.0	16317.600000000002	0.13	40	40
3462900.0	0.0	0.0	40	40
3482640.0	21129.2	0.16833333333333333	40	40
3482700.0	0.0	0.0	40	40
3484080.0	16736.0	0.13333333333333333	40	40
3484140.0	0.0	0.0	40	40
3485460.0	16945.2	0.135	40	40
3485520.0	0.0	0.0	40	40
3486180.0	10041.6	0.08	40	40
3486240.0	0.0	0.0	40	40
3489660.0	16736.0	0.13333333333333333	40	40
3489720.0	0.0	0.0	40	40
3569160.0	23221.199999999997	0.185	40	40
3569220.0	0.0	0.0	40	40
3570540.0	10669.2	0.085	40	40
3570600.0	0.0	0.0	40	40
3571740.0	16736.0	0.13333333333333333	40	40
3571800.0	0.0	0.0	40	40
3573480.0	16736.0	0.13333333333333333	40	40
3573540.0	0.0	0.0	40	40
3598200.0	23639.6	0.18833333333333332	40	40
3598260.0	0.0	0.0	40	40
3602340.0	17154.399999999998	0.13666666666666666	40	40
3602400.0	0.0	0.0	40	40
3614940.0	10250.8	0.08166666666666667	40	40
3615000.0	0.0	0.0	40	40
3703440.0	22175.199999999997	0.17666666666666667	40	40
3703500.0	0.0	0.0	40	40
3741720.0	19455.6	0.155	40	40
3741780.0	0.0	0.0	40	40
3748320.0	20501.6	0.16333333333333333	40	40
3748380.0	0.0	0.0	40	40
3759840.0	14225.6	0.11333333333333333	40	40
3759900.0	0.0	0.0	40	40
3768780.0	24058.0	0.19166666666666668	40	40
3768840.0	0.0	0.0	40	40
3789060.0	14644.0	0.11666666666666667	40	40
3789120.0	0.0	0.0	40	40
3791460.0	17572.800000000003	0.14	40	40
3791520.0	0.0	0.0	40	40
3825420.0	22175.199999999997	0.17666666666666667	40	40
3825480.0	0.0	0.0	40	40
3826620.0	11506.0	0.09166666666666666	40	40
3826680.0	0.0	0.0	40	40
3826920.0	14225.6	0.11333333333333333	40	40
3826980.0	0.0	0.0	40	40
3831000.0	18200.399999999998	0.145	40	40
3831060.0	0.0	0.0	40	40
3839820.0	21756.8	0.17333333333333334	40	40
3839880.0	0.0	0.0	40	40
3848940.0	12552.000000000002	0.1	40	40
3849000.0	0.0	0.0	40	40
3872460.0	18200.399999999998	0.145	40	40
3872520.0	0.0	0.0	40	40
3873480.0	14225.6	0.11333333333333333	40	40
3873540.0	0.0	0.0	40	40
3876060.0	12552.000000000002	0.1	40	40
3876120.0	0.0	0.0	40	40
3915900.0	24476.4	0.195	40	40
3915960.0	0.0	0.0	40	40
3918300.0	10459.999999999998	0.08333333333333333	40	40
3918360.0	0.0	0.0	40	40
3928260.0	17991.2	0.14333333333333334	40	40
3928320.0	0.0	0.0	40	40
3967140.0	10669.2	0.085	40	40
3967200.0	0.0	0.0	40	40
3999060.0	20710.8	0.165	40	40
3999120.0	0.0	0.0	40	40
3999480.0	18200.399999999998	0.145	40	40
3999540.0	0.0	0.0	40	40
4000920.0	22384.4	0.17833333333333334	40	40
4000980.0	0.0	0.0	40	40
4001340.0	17991.2	0.14333333333333334	40	40
4001400.0	0.0	0.0	40	40
4008900.0	23430.4	0.18666666666666668	40	40
4008960.0	0.0	0.0	40	40
4024560.0	18618.8	0.14833333333333334	40	40
4024620.0	0.0	0.0	40	40
4045440.0	19873.999999999996	0.15833333333333333	40	40
4045500.0	0.0	0.0	40	40
4047300.0	12133.6	0.09666666666666666	40	40
4047360.0	13598.000000000002	0.10833333333333334	40	40
4047420.0	0.0	0.0	40	40
4089060.0	15480.8	0.12333333333333334	40	40
4089120.0	0.0	0.0	40	40
4091520.0	21965.999999999996	0.175	40	40
4091580.0	0.0	0.0	40	40
4092840.0	11924.400000000001	0.095	40	40
4092900.0	0.0	0.0	40	40
4095660.0	15899.2	0.12666666666666668	40	40
4095720.0	0.0	0.0	40	40
4175520.0	16526.8	0.13166666666666665	40	40
4175580.0	0.0	0.0	40	40
4178220.0	20919.999999999996	0.16666666666666666	40	40
4178280.0	0.0	0.0	40	40
4183440.0	13807.2	0.11	40	40
4183500.0	0.0	0.0	40	40
4203300.0	24894.800000000003	0.19833333333333333	40	40
4203360.0	0.0	0.0	40	40
4205520.0	14644.0	0.11666666666666667	40	40
4205580.0	0.0	0.0	40	40
4205640.0	17991.2	0.14333333333333334	40	40
4205700.0	0.0	0.0	40	40
4225740.0	20710.8	0.165	40	40
4225800.0	0.0	0.0	40	40
4260240.0	21756.8	0.17333333333333334	40	40
4260300.0	0.0	0.0	40	40
4294740.0	22384.4	0.17833333333333334	40	40
4294800.0	0.0	0.0	40	40
4305240.0	18618.8	0.14833333333333334	40	40
4305300.0	0.0	0.0	40	40
4307400.0	24476.4	0.195	40	40
4307460.0	0.0	0.0	40	40
4393860.0	12342.8	0.09833333333333333	40	40
4393920.0	0.0	0.0	40	40
4429980.0	22384.4	0.17833333333333334	40	40
4430040.0	0.0	0.0	40	40
4460820.0	13598.000000000002	0.10833333333333334	40	40
4460880.0	0.0	0.0	40	40
4471920.0	21129.2	0.16833333333333333	40	40
4471980.0	0.0	0.0	40	40
4474380.0	19246.399999999998	0.15333333333333332	40	40
4474440.0	0.0	0.0	40	40
4476780.0	17154.399999999998	0.13666666666666666	40	40
4476840.0	0.0	0.0	40	40
4477740.0	13598.000000000002	0.10833333333333334	40	40
4477800.0	0.0	0.0	40	40
4481580.0	18618.8	0.14833333333333334	40	40
4481640.0	0.0	0.0	40	40
4483380.0	20919.999999999996	0.16666666666666666	40	40
4483440.0	0.0	0.0	40	40
4484520.0	17991.2	0.14333333333333334	40	40
4484580.0	0.0	0.0	40	40
4538340.0	15690.0	0.125	40	40
4538400.0	0.0	0.0	40	40
4538940.0	20710.8	0.165	40	40
4539000.0	0.0	0.0	40	40
4542360.0	13388.800000000001	0.10666666666666667	40	40
4542420.0	0.0	0.0	40	40
4552980.0	16317.600000000002	0.13	40	40
4553040.0	0.0	0.0	40	40
4554240.0	15480.8	0.12333333333333334	40	40
4554300.0	0.0	0.0	40	40
4559460.0	19873.999999999996	0.15833333333333333	40	40
4559520.0	0.0	0.0	40	40
4569600.0	24058.0	0.19166666666666668	40	40
4569660.0	0.0	0.0	40	40
4603860.0	18200.399999999998	0.145	40	40
4603920.0	0.0	0.0	40	40
4605180.0	13179.6	0.105	40	40
4605240.0	0.0	0.0	40	40
4606020.0	18200.399999999998	0.145	40	40
4606080.0	0.0	0.0	40	40
4617720.0	16317.600000000002	0.13	40	40
4617780.0	0.0	0.0	40	40
4634280.0	21965.999999999996	0.175	40	40
4634340.0	0.0	0.0	40	40
4647180.0	16108.399999999998	0.12833333333333333	40	40
4647240.0	0.0	0.0	40	40
4650060.0	13388.800000000001	0.10666666666666667	40	40
4650120.0	0.0	0.0	40	40
4652460.0	17991.2	0.14333333333333334	40	40
4652520.0	0.0	0.0	40	40
4694340.0	20501.6	0.16333333333333333	40	40
4694400.0	0.0	0.0	40	40
4697640.0	16945.2	0.135	40	40
4697700.0	0.0	0.0	40	40
4701840.0	10878.4	0.08666666666666667	40	40
4701900.0	0.0	0.0	40	40
4710060.0	16317.600000000002	0.13	40	40
4710120.0	0.0	0.0	40	40
4721700.0	23848.800000000003	0.19	40	40
4721760.0	0.0	0.0	40	40
4725780.0	21547.6	0.17166666666666666	40	40
4725840.0	0.0	0.0	40	40
4746180.0	20919.999999999996	0.16666666666666666	40	40
4746240.0	0.0	0.0	40	40
4779180.0	22593.6	0.18	40	40
4779240.0	0.0	0.0	40	40
4779720.0	14434.800000000001	0.115	40	40
4779780.0	0.0	0.0	40	40
4783200.0	22384.4	0.17833333333333334	40	40
4783260.0	0.0	0.0	40	40
4801200.0	9204.8	0.07333333333333333	40	40
4801260.0	0.0	0.0	40	40
4816080.0	11715.2	0.09333333333333334	40	40
4816140.0	0.0	0.0	40	40
4816680.0	23430.4	0.18666666666666668	40	40
4816740.0	0.0	0.0	40	40
4826520.0	24058.0	0.19166666666666668	40	40
4826580.0	0.0	0.0	40	40
4846620.0	24267.2	0.19333333333333333	40	40
4846680.0	0.0	0.0	40	40
4863540.0	24894.800000000003	0.19833333333333333	40	40
4863600.0	0.0	0.0	40	40
4864320.0	16945.2	0.135	40	40
4864380.0	0.0	0.0	40	40
4911480.0	15062.4	0.12	40	40
4911540.0	0.0	0.0	40	40
4912200.0	19246.399999999998	0.15333333333333332	40	40
4912260.0	0.0	0.0	40	40
4948980.0	12970.4	0.10333333333333333	40	40
4949040.0	0.0	0.0	40	40
4950000.0	13807.2	0.11	40	40
4950060.0	0.0	0.0	40	40
4962180.0	20501.6	0.16333333333333333	40	40
4962240.0	0.0	0.0	40	40
4969620.0	16526.8	0.13166666666666665	40	40
4969680.0	0.0	0.0	40	40
4993680.0	22384.4	0.17833333333333334	40	40
4993740.0	0.0	0.0	40	40
4995000.0	18828.0	0.15	40	40
4995060.0	0.0	0.0	40	40
4995240.0	16526.8	0.13166666666666665	40	40
4995300.0	0.0	0.0	40	40
4996020.0	19873.999999999996	0.15833333333333333	40	40
4996080.0	0.0	0.0	40	40
5000940.0	21338.4	0.17	40	40
5001000.0	0.0	0.0	40	40
5036280.0	10250.8	0.08166666666666667	40	40
5036340.0	0.0	0.0	40	40
5038080.0	20710.8	0.165	40	40
5038140.0	0.0	0.0	40	40
5064420.0	15690.0	0.125	40	40
5064480.0	0.0	0.0	40	40
5077920.0	19455.6	0.155	40	40
5077980.0	0.0	0.0	40	40
5080380.0	14644.0	0.11666666666666667	40	40
5080440.0	0.0	0.0	40	40
5083020.0	10250.8	0.08166666666666667	40	40
5083080.0	0.0	0.0	40	40
5084460.0	23639.6	0.18833333333333332	40	40
5084520.0	0.0	0.0	40	40
5084940.0	23430.4	0.18666666666666668	40	40
